user_id,age,nationality,Occupation,favorite_type,rating,place_id,place_name,place_type,city,Climate,Operating_Hours
435,18,China,Businessman,Monument,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
435,18,China,Businessman,Monument,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
435,18,China,Businessman,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
435,18,China,Businessman,Monument,4,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
435,18,China,Businessman,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
435,18,China,Businessman,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
435,18,China,Businessman,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
436,46,China,Nurse,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
436,46,China,Nurse,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
436,46,China,Nurse,Nature,2,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
436,46,China,Nurse,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
436,46,China,Nurse,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
436,46,China,Nurse,Nature,5,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
436,46,China,Nurse,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
436,46,China,Nurse,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
436,46,China,Nurse,Nature,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
436,46,China,Nurse,Nature,4,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
437,37,Germany,Student,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
437,37,Germany,Student,Monument,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
437,37,Germany,Student,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
437,37,Germany,Student,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
437,37,Germany,Student,Monument,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
437,37,Germany,Student,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
437,37,Germany,Student,Monument,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
437,37,Germany,Student,Monument,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
437,37,Germany,Student,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
437,37,Germany,Student,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
438,24,UK,Student,Monument,2,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
438,24,UK,Student,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
438,24,UK,Student,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
438,24,UK,Student,Monument,2,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
438,24,UK,Student,Monument,4,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
438,24,UK,Student,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
438,24,UK,Student,Monument,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
438,24,UK,Student,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
438,24,UK,Student,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
438,24,UK,Student,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
439,29,Russia,Chef,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
439,29,Russia,Chef,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
439,29,Russia,Chef,Nature,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
439,29,Russia,Chef,Nature,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
439,29,Russia,Chef,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
439,29,Russia,Chef,Nature,4,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
439,29,Russia,Chef,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
439,29,Russia,Chef,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
439,29,Russia,Chef,Nature,4,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
439,29,Russia,Chef,Nature,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
440,34,Italy,Software Developer,Museum,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
440,34,Italy,Software Developer,Museum,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
440,34,Italy,Software Developer,Museum,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
440,34,Italy,Software Developer,Museum,2,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
440,34,Italy,Software Developer,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
440,34,Italy,Software Developer,Museum,5,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
440,34,Italy,Software Developer,Museum,2,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
440,34,Italy,Software Developer,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
440,34,Italy,Software Developer,Museum,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
440,34,Italy,Software Developer,Museum,2,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
441,28,Japan,Designer,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
441,28,Japan,Designer,Historic,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
441,28,Japan,Designer,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
441,28,Japan,Designer,Historic,2,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
441,28,Japan,Designer,Historic,2,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
441,28,Japan,Designer,Historic,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
441,28,Japan,Designer,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
441,28,Japan,Designer,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
441,28,Japan,Designer,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
441,28,Japan,Designer,Historic,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
442,20,UK,Musician,Beach,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
442,20,UK,Musician,Beach,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
442,20,UK,Musician,Beach,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
442,20,UK,Musician,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
442,20,UK,Musician,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
442,20,UK,Musician,Beach,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
442,20,UK,Musician,Beach,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
442,20,UK,Musician,Beach,5,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
442,20,UK,Musician,Beach,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
442,20,UK,Musician,Beach,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
443,28,France,Student,Beach,2,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
443,28,France,Student,Beach,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
443,28,France,Student,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
443,28,France,Student,Beach,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
443,28,France,Student,Beach,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
443,28,France,Student,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
443,28,France,Student,Beach,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
443,28,France,Student,Beach,2,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
443,28,France,Student,Beach,5,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
443,28,France,Student,Beach,4,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
444,46,Germany,Nurse,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
444,46,Germany,Nurse,Monument,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
444,46,Germany,Nurse,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
444,46,Germany,Nurse,Monument,2,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
444,46,Germany,Nurse,Monument,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
444,46,Germany,Nurse,Monument,4,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
444,46,Germany,Nurse,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
444,46,Germany,Nurse,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
444,46,Germany,Nurse,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
444,46,Germany,Nurse,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
445,43,Canada,Accountant,Nature,5,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
445,43,Canada,Accountant,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
445,43,Canada,Accountant,Nature,5,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
445,43,Canada,Accountant,Nature,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
445,43,Canada,Accountant,Nature,4,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
445,43,Canada,Accountant,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
445,43,Canada,Accountant,Nature,4,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
445,43,Canada,Accountant,Nature,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
445,43,Canada,Accountant,Nature,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
445,43,Canada,Accountant,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
446,53,Australia,Doctor,Monument,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
446,53,Australia,Doctor,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
446,53,Australia,Doctor,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
446,53,Australia,Doctor,Monument,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
446,53,Australia,Doctor,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
446,53,Australia,Doctor,Monument,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
446,53,Australia,Doctor,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
446,53,Australia,Doctor,Monument,2,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
446,53,Australia,Doctor,Monument,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
446,53,Australia,Doctor,Monument,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
447,46,KSA,Software Developer,Museum,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
447,46,KSA,Software Developer,Museum,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
447,46,KSA,Software Developer,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
447,46,KSA,Software Developer,Museum,5,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
447,46,KSA,Software Developer,Museum,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
447,46,KSA,Software Developer,Museum,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
447,46,KSA,Software Developer,Museum,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
447,46,KSA,Software Developer,Museum,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
447,46,KSA,Software Developer,Museum,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
447,46,KSA,Software Developer,Museum,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
448,68,UK,Student,Nature,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
448,68,UK,Student,Nature,5,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
448,68,UK,Student,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
448,68,UK,Student,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
448,68,UK,Student,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
448,68,UK,Student,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
448,68,UK,Student,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
448,68,UK,Student,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
448,68,UK,Student,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
448,68,UK,Student,Nature,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
449,40,USA,Student,Market,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
449,40,USA,Student,Market,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
449,40,USA,Student,Market,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
449,40,USA,Student,Market,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
449,40,USA,Student,Market,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
449,40,USA,Student,Market,2,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
449,40,USA,Student,Market,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
449,40,USA,Student,Market,4,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
449,40,USA,Student,Market,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
449,40,USA,Student,Market,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
450,66,UK,Businessman,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
450,66,UK,Businessman,Nature,5,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
450,66,UK,Businessman,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
450,66,UK,Businessman,Nature,2,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
450,66,UK,Businessman,Nature,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
450,66,UK,Businessman,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
450,66,UK,Businessman,Nature,2,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
450,66,UK,Businessman,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
450,66,UK,Businessman,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
450,66,UK,Businessman,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
451,43,Spain,Pilot,Historic,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
451,43,Spain,Pilot,Historic,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
451,43,Spain,Pilot,Historic,4,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
451,43,Spain,Pilot,Historic,4,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
451,43,Spain,Pilot,Historic,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
451,43,Spain,Pilot,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
451,43,Spain,Pilot,Historic,2,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
451,43,Spain,Pilot,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
451,43,Spain,Pilot,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
451,43,Spain,Pilot,Historic,4,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
452,69,Spain,Chef,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
452,69,Spain,Chef,Nature,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
452,69,Spain,Chef,Nature,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
452,69,Spain,Chef,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
452,69,Spain,Chef,Nature,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
452,69,Spain,Chef,Nature,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
452,69,Spain,Chef,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
452,69,Spain,Chef,Nature,5,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
452,69,Spain,Chef,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
452,69,Spain,Chef,Nature,4,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
453,21,France,Accountant,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
453,21,France,Accountant,Monument,4,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
453,21,France,Accountant,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
453,21,France,Accountant,Monument,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
453,21,France,Accountant,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
453,21,France,Accountant,Monument,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
453,21,France,Accountant,Monument,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
453,21,France,Accountant,Monument,2,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
453,21,France,Accountant,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
453,21,France,Accountant,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
454,29,China,Teacher,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
454,29,China,Teacher,Museum,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
454,29,China,Teacher,Museum,4,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
454,29,China,Teacher,Museum,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
454,29,China,Teacher,Museum,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
454,29,China,Teacher,Museum,4,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
454,29,China,Teacher,Museum,5,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
454,29,China,Teacher,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
454,29,China,Teacher,Museum,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
454,29,China,Teacher,Museum,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
455,44,Japan,Scientist,Desert,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
455,44,Japan,Scientist,Desert,2,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
455,44,Japan,Scientist,Desert,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
455,44,Japan,Scientist,Desert,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
455,44,Japan,Scientist,Desert,5,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
455,44,Japan,Scientist,Desert,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
455,44,Japan,Scientist,Desert,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
455,44,Japan,Scientist,Desert,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
455,44,Japan,Scientist,Desert,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
455,44,Japan,Scientist,Desert,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
456,40,Italy,Nurse,Market,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
456,40,Italy,Nurse,Market,5,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
456,40,Italy,Nurse,Market,4,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
456,40,Italy,Nurse,Market,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
456,40,Italy,Nurse,Market,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
456,40,Italy,Nurse,Market,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
456,40,Italy,Nurse,Market,4,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
456,40,Italy,Nurse,Market,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
456,40,Italy,Nurse,Market,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
456,40,Italy,Nurse,Market,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
457,26,Germany,Engineer,Religious,2,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
457,26,Germany,Engineer,Religious,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
457,26,Germany,Engineer,Religious,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
457,26,Germany,Engineer,Religious,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
457,26,Germany,Engineer,Religious,5,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
457,26,Germany,Engineer,Religious,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
457,26,Germany,Engineer,Religious,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
457,26,Germany,Engineer,Religious,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
457,26,Germany,Engineer,Religious,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
457,26,Germany,Engineer,Religious,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
458,25,Germany,Chef,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
458,25,Germany,Chef,Nature,2,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
458,25,Germany,Chef,Nature,5,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
458,25,Germany,Chef,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
458,25,Germany,Chef,Nature,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
458,25,Germany,Chef,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
458,25,Germany,Chef,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
458,25,Germany,Chef,Nature,2,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
458,25,Germany,Chef,Nature,4,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
458,25,Germany,Chef,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
459,53,Germany,Lawyer,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
459,53,Germany,Lawyer,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
459,53,Germany,Lawyer,Monument,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
459,53,Germany,Lawyer,Monument,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
459,53,Germany,Lawyer,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
459,53,Germany,Lawyer,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
459,53,Germany,Lawyer,Monument,2,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
459,53,Germany,Lawyer,Monument,2,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
459,53,Germany,Lawyer,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
459,53,Germany,Lawyer,Monument,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
460,21,Brazil,Student,Beach,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
460,21,Brazil,Student,Beach,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
460,21,Brazil,Student,Beach,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
460,21,Brazil,Student,Beach,5,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
460,21,Brazil,Student,Beach,4,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
460,21,Brazil,Student,Beach,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
460,21,Brazil,Student,Beach,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
460,21,Brazil,Student,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
460,21,Brazil,Student,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
460,21,Brazil,Student,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
461,56,KSA,Designer,Beach,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
461,56,KSA,Designer,Beach,5,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
461,56,KSA,Designer,Beach,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
461,56,KSA,Designer,Beach,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
461,56,KSA,Designer,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
461,56,KSA,Designer,Beach,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
461,56,KSA,Designer,Beach,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
461,56,KSA,Designer,Beach,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
461,56,KSA,Designer,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
461,56,KSA,Designer,Beach,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
462,29,Brazil,Nurse,Market,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
462,29,Brazil,Nurse,Market,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
462,29,Brazil,Nurse,Market,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
462,29,Brazil,Nurse,Market,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
462,29,Brazil,Nurse,Market,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
462,29,Brazil,Nurse,Market,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
462,29,Brazil,Nurse,Market,2,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
462,29,Brazil,Nurse,Market,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
